sku,description,product_type,product_family,product_dimension,usage,network_interface,ports,uplinks,poe_type,power_configuration,stacking,routing_capabilities,list_price_usd,orderability,sheet,workbook,radio_specification,spatial_streams,indoor_outdoor
FED-C9300-48A-1Y,"Meraki FedRamp Advanced License for C9300-M 48-port,1year",Catalyst-License,Switches,Meraki MS License,,,,,,,,,4557.68,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-C9300-48A-3Y,"Meraki FedRamp Advanced License for C9300-M 48-port,3year",Catalyst-License,Switches,Meraki MS License,,,,,,,,,8724.66,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-C9300-48A-5Y,"Meraki FedRamp Advanced License for C9300-M 48-port,5year",Catalyst-License,Switches,Meraki MS License,,,,,,,,,14534.81,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-C9300-48A-7Y,"Meraki FedRamp Advanced License for C9300-M 48-port,7year",Catalyst-License,Switches,Meraki MS License,,,,,,,,,20366.33,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-C9300-24E-10Y,"Meraki FedRamp Enterprise License for C9300-M 24-port,10year",Catalyst-License,Switches,Meraki MS License,,,,,,,,,5913.17,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-C9300-24E-1Y,"Meraki FedRamp Enterprise License for C9300-M 24-port,1year",Catalyst-License,Switches,Meraki MS License,,,,,,,,,935.91,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-C9300-24E-3Y,"Meraki FedRamp Enterprise License for C9300-M 24-port,3year",Catalyst-License,Switches,Meraki MS License,,,,,,,,,1765.03,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-C9300-24E-5Y,"Meraki FedRamp Enterprise License for C9300-M 24-port,5year",Catalyst-License,Switches,Meraki MS License,,,,,,,,,2952.19,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-C9300-24E-7Y,"Meraki FedRamp Enterprise License for C9300-M 24-port,7year",Catalyst-License,Switches,Meraki MS License,,,,,,,,,4139.34,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-C9300-48E-10Y,"Meraki FedRamp Enterprise License for C9300-M 48-port,10year",Catalyst-License,Switches,Meraki MS License,,,,,,,,,10833.9,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-C9300-48E-1Y,"Meraki FedRamp Enterprise License for C9300-M 48-port,1year",Catalyst-License,Switches,Meraki MS License,,,,,,,,,1718.55,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-C9300-48E-3Y,"Meraki FedRamp Enterprise License for C9300-M 48-port,3year",Catalyst-License,Switches,Meraki MS License,,,,,,,,,3242.38,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-C9300-48E-5Y,"Meraki FedRamp Enterprise License for C9300-M 48-port,5year",Catalyst-License,Switches,Meraki MS License,,,,,,,,,5413.18,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-C9300-48E-7Y,"Meraki FedRamp Enterprise License for C9300-M 48-port,7year",Catalyst-License,Switches,Meraki MS License,,,,,,,,,7583.98,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-24-10Y,"Meraki FedRAMP MS120-24 ENT License and Support, 10YR",License,Switches,Meraki MS License,,,,,,,,,998.72,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-24-1Y,"Meraki FedRAMP MS120-24 ENT License and Support, 1YR",License,Switches,Meraki MS License,,,,,,,,,133.16,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-24-3Y,"Meraki FedRAMP MS120-24 ENT License and Support, 3YR",License,Switches,Meraki MS License,,,,,,,,,300.24,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-24-5Y,"Meraki FedRAMP MS120-24 ENT License and Support, 5YR",License,Switches,Meraki MS License,,,,,,,,,499.99,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-24-7Y,"Meraki FedRAMP MS120-24 ENT License and Support, 7YR",License,Switches,Meraki MS License,,,,,,,,,699.73,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-24-1D,"Meraki FedRAMP MS120-24 ENT License and Support,1Day",License,Switches,Meraki MS License,,,,,,,,,0.46,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-24P-10Y,"Meraki FedRAMP MS120-24P ENT License and Support, 10YR",License,Switches,Meraki MS License,,,,,,,,,1611.77,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-24P-1Y,"Meraki FedRAMP MS120-24P ENT License and Support, 1YR",License,Switches,Meraki MS License,,,,,,,,,214.82,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-24P-3Y,"Meraki FedRAMP MS120-24P ENT License and Support, 3YR",License,Switches,Meraki MS License,,,,,,,,,483.66,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-24P-5Y,"Meraki FedRAMP MS120-24P ENT License and Support, 5YR",License,Switches,Meraki MS License,,,,,,,,,805.26,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-24P-7Y,"Meraki FedRAMP MS120-24P ENT License and Support, 7YR",License,Switches,Meraki MS License,,,,,,,,,1128.11,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-24P-1D,"Meraki FedRAMP MS120-24P ENT License and Support,1Day",License,Switches,Meraki MS License,,,,,,,,,0.74,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-48-10Y,"Meraki FedRAMP MS120-48 ENT License and Support, 10YR",License,Switches,Meraki MS License,,,,,,,,,1827.84,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-48-1Y,"Meraki FedRAMP MS120-48 ENT License and Support, 1YR",License,Switches,Meraki MS License,,,,,,,,,243.71,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-48-3Y,"Meraki FedRAMP MS120-48 ENT License and Support, 3YR",License,Switches,Meraki MS License,,,,,,,,,548.98,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-48-5Y,"Meraki FedRAMP MS120-48 ENT License and Support, 5YR",License,Switches,Meraki MS License,,,,,,,,,914.55,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-48-7Y,"Meraki FedRAMP MS120-48 ENT License and Support, 7YR",License,Switches,Meraki MS License,,,,,,,,,1280.12,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-48-1D,"Meraki FedRAMP MS120-48 ENT License and Support,1Day",License,Switches,Meraki MS License,,,,,,,,,0.84,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-48FP-10Y,"Meraki FedRAMP MS120-48FP ENT License and Support, 10YR",License,Switches,Meraki MS License,,,,,,,,,2939.63,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-48FP-1Y,"Meraki FedRAMP MS120-48FP ENT License and Support, 1YR",License,Switches,Meraki MS License,,,,,,,,,391.95,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-48FP-3Y,"Meraki FedRAMP MS120-48FP ENT License and Support, 3YR",License,Switches,Meraki MS License,,,,,,,,,881.89,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-48FP-5Y,"Meraki FedRAMP MS120-48FP ENT License and Support, 5YR",License,Switches,Meraki MS License,,,,,,,,,1469.81,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-48FP-7Y,"Meraki FedRAMP MS120-48FP ENT License and Support, 7YR",License,Switches,Meraki MS License,,,,,,,,,2057.74,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-48FP-1D,"Meraki FedRAMP MS120-48FP ENT License and Support,1Day",License,Switches,Meraki MS License,,,,,,,,,1.36,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-48LP-10Y,"Meraki FedRAMP MS120-48LP ENT License and Support, 10YR",License,Switches,Meraki MS License,,,,,,,,,2440.89,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-48LP-1Y,"Meraki FedRAMP MS120-48LP ENT License and Support, 1YR",License,Switches,Meraki MS License,,,,,,,,,325.37,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-48LP-3Y,"Meraki FedRAMP MS120-48LP ENT License and Support, 3YR",License,Switches,Meraki MS License,,,,,,,,,732.39,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-48LP-5Y,"Meraki FedRAMP MS120-48LP ENT License and Support, 5YR",License,Switches,Meraki MS License,,,,,,,,,1219.82,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-48LP-7Y,"Meraki FedRAMP MS120-48LP ENT License and Support, 7YR",License,Switches,Meraki MS License,,,,,,,,,1708.5,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-48LP-1D,"Meraki FedRAMP MS120-48LP ENT License and Support,1Day",License,Switches,Meraki MS License,,,,,,,,,1.12,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-8-10Y,"Meraki FedRAMP MS120-8 ENT License and Support, 10YR",License,Switches,Meraki MS License,,,,,,,,,443.46,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-8-1Y,"Meraki FedRAMP MS120-8 ENT License and Support, 1YR",License,Switches,Meraki MS License,,,,,,,,,59.04,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-8-3Y,"Meraki FedRAMP MS120-8 ENT License and Support, 3YR",License,Switches,Meraki MS License,,,,,,,,,133.16,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-8-5Y,"Meraki FedRAMP MS120-8 ENT License and Support, 5YR",License,Switches,Meraki MS License,,,,,,,,,221.1,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-8-7Y,"Meraki FedRAMP MS120-8 ENT License and Support, 7YR",License,Switches,Meraki MS License,,,,,,,,,310.29,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-8-1D,"Meraki FedRAMP MS120-8 ENT License and Support,1Day",License,Switches,Meraki MS License,,,,,,,,,0.2,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-8FP-10Y,"Meraki FedRAMP MS120-8FP ENT License and Support, 10YR",License,Switches,Meraki MS License,,,,,,,,,726.11,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-8FP-1Y,"Meraki FedRAMP MS120-8FP ENT License and Support, 1YR",License,Switches,Meraki MS License,,,,,,,,,96.73,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-8FP-3Y,"Meraki FedRAMP MS120-8FP ENT License and Support, 3YR",License,Switches,Meraki MS License,,,,,,,,,217.33,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-8FP-5Y,"Meraki FedRAMP MS120-8FP ENT License and Support, 5YR",License,Switches,Meraki MS License,,,,,,,,,363.06,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-8FP-7Y,"Meraki FedRAMP MS120-8FP ENT License and Support, 7YR",License,Switches,Meraki MS License,,,,,,,,,507.53,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-8FP-1D,"Meraki FedRAMP MS120-8FP ENT License and Support,1Day",License,Switches,Meraki MS License,,,,,,,,,0.34,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-8LP-10Y,"Meraki FedRAMP MS120-8LP ENT License and Support, 10YR",License,Switches,Meraki MS License,,,,,,,,,556.52,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-8LP-1Y,"Meraki FedRAMP MS120-8LP ENT License and Support, 1YR",License,Switches,Meraki MS License,,,,,,,,,74.12,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-8LP-3Y,"Meraki FedRAMP MS120-8LP ENT License and Support, 3YR",License,Switches,Meraki MS License,,,,,,,,,167.08,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-8LP-5Y,"Meraki FedRAMP MS120-8LP ENT License and Support, 5YR",License,Switches,Meraki MS License,,,,,,,,,277.63,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-8LP-7Y,"Meraki FedRAMP MS120-8LP ENT License and Support, 7YR",License,Switches,Meraki MS License,,,,,,,,,389.44,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS120-8LP-1D,"Meraki FedRAMP MS120-8LP ENT License and Support,1Day",License,Switches,Meraki MS License,,,,,,,,,0.25,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS125-24-10Y,"Meraki FedRAMP MS125-24 ENT License and Support, 10YR",License,Switches,Meraki MS License,,,,,,,,,1498.71,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS125-24-1Y,"Meraki FedRAMP MS125-24 ENT License and Support, 1YR",License,Switches,Meraki MS License,,,,,,,,,199.74,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS125-24-3Y,"Meraki FedRAMP MS125-24 ENT License and Support, 3YR",License,Switches,Meraki MS License,,,,,,,,,449.74,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS125-24-5Y,"Meraki FedRAMP MS125-24 ENT License and Support, 5YR",License,Switches,Meraki MS License,,,,,,,,,748.73,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS125-24-7Y,"Meraki FedRAMP MS125-24 ENT License and Support, 7YR",License,Switches,Meraki MS License,,,,,,,,,1048.97,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS125-24-1D,"Meraki FedRAMP MS125-24 ENT License and Support,1Day",License,Switches,Meraki MS License,,,,,,,,,0.69,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS125-24P-10Y,"Meraki FedRAMP MS125-24P ENT License and Support, 10YR",License,Switches,Meraki MS License,,,,,,,,,2440.89,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS125-24P-1Y,"Meraki FedRAMP MS125-24P ENT License and Support, 1YR",License,Switches,Meraki MS License,,,,,,,,,325.37,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS125-24P-3Y,"Meraki FedRAMP MS125-24P ENT License and Support, 3YR",License,Switches,Meraki MS License,,,,,,,,,732.39,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS125-24P-5Y,"Meraki FedRAMP MS125-24P ENT License and Support, 5YR",License,Switches,Meraki MS License,,,,,,,,,1219.82,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS125-24P-7Y,"Meraki FedRAMP MS125-24P ENT License and Support, 7YR",License,Switches,Meraki MS License,,,,,,,,,1708.5,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS125-24P-1D,"Meraki FedRAMP MS125-24P ENT License and Support,1Day",License,Switches,Meraki MS License,,,,,,,,,1.12,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS125-48-10Y,"Meraki FedRAMP MS125-48 ENT License and Support, 10YR",License,Switches,Meraki MS License,,,,,,,,,2167.03,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS125-48-1Y,"Meraki FedRAMP MS125-48 ENT License and Support, 1YR",License,Switches,Meraki MS License,,,,,,,,,288.94,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS125-48-3Y,"Meraki FedRAMP MS125-48 ENT License and Support, 3YR",License,Switches,Meraki MS License,,,,,,,,,650.74,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS125-48-5Y,"Meraki FedRAMP MS125-48 ENT License and Support, 5YR",License,Switches,Meraki MS License,,,,,,,,,1084.14,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS125-48-7Y,"Meraki FedRAMP MS125-48 ENT License and Support, 7YR",License,Switches,Meraki MS License,,,,,,,,,1517.55,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS125-48-1D,"Meraki FedRAMP MS125-48 ENT License and Support,1Day",License,Switches,Meraki MS License,,,,,,,,,0.99,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS125-48FP-10Y,"Meraki FedRAMP MS125-48FP ENT License and Support, 10YR",License,Switches,Meraki MS License,,,,,,,,,4212.21,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS125-48FP-1Y,"Meraki FedRAMP MS125-48FP ENT License and Support, 1YR",License,Switches,Meraki MS License,,,,,,,,,561.54,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS125-48FP-3Y,"Meraki FedRAMP MS125-48FP ENT License and Support, 3YR",License,Switches,Meraki MS License,,,,,,,,,1263.79,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS125-48FP-5Y,"Meraki FedRAMP MS125-48FP ENT License and Support, 5YR",License,Switches,Meraki MS License,,,,,,,,,2105.48,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS125-48FP-7Y,"Meraki FedRAMP MS125-48FP ENT License and Support, 7YR",License,Switches,Meraki MS License,,,,,,,,,2948.42,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS125-48FP-1D,"Meraki FedRAMP MS125-48FP ENT License and Support,1Day",License,Switches,Meraki MS License,,,,,,,,,1.94,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS125-48LP-10Y,"Meraki FedRAMP MS125-48LP ENT License and Support, 10YR",License,Switches,Meraki MS License,,,,,,,,,2826.56,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS125-48LP-1Y,"Meraki FedRAMP MS125-48LP ENT License and Support, 1YR",License,Switches,Meraki MS License,,,,,,,,,376.88,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS125-48LP-3Y,"Meraki FedRAMP MS125-48LP ENT License and Support, 3YR",License,Switches,Meraki MS License,,,,,,,,,847.97,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS125-48LP-5Y,"Meraki FedRAMP MS125-48LP ENT License and Support, 5YR",License,Switches,Meraki MS License,,,,,,,,,1413.28,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS125-48LP-7Y,"Meraki FedRAMP MS125-48LP ENT License and Support, 7YR",License,Switches,Meraki MS License,,,,,,,,,1978.59,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS125-48LP-1D,"Meraki FedRAMP MS125-48LP ENT License and Support,1Day",License,Switches,Meraki MS License,,,,,,,,,1.3,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS130-24A-1Y,"Meraki FedRamp MS130-24 Advanced License and Support, 1Year",License,Switches,Meraki MS License,,,,,,,,,432.15,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS130-24A-3Y,"Meraki FedRamp MS130-24 Advanced License and Support, 3Year",License,Switches,Meraki MS License,,,,,,,,,972.34,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS130-24A-5Y,"Meraki FedRamp MS130-24 Advanced License and Support, 5Year",License,Switches,Meraki MS License,,,,,,,,,1620.56,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS130-24-7Y,"Meraki FedRAMP MS130-24 Enterprise Lic. and Sup. , 7 Year",License,Switches,Meraki MS License,,,,,,,,,1134.39,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS130-24-1D,"Meraki FedRAMP MS130-24 Enterprise Lic. and Sup., 1 Day",License,Switches,Meraki MS License,,,,,,,,,0.75,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS130-24-1Y,"Meraki FedRAMP MS130-24 Enterprise Lic. and Sup., 1 Year",License,Switches,Meraki MS License,,,,,,,,,216.08,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS130-24-10Y,"Meraki FedRAMP MS130-24 Enterprise Lic. and Sup., 10 Year",License,Switches,Meraki MS License,,,,,,,,,1620.56,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS130-24-3Y,"Meraki FedRAMP MS130-24 Enterprise Lic. and Sup., 3 Year",License,Switches,Meraki MS License,,,,,,,,,486.17,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS130-24-5Y,"Meraki FedRAMP MS130-24 Enterprise Lic. and Sup., 5 Year",License,Switches,Meraki MS License,,,,,,,,,810.28,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS130-48A-1Y,"Meraki FedRamp MS130-48 Advanced License and Support, 1Year",License,Switches,Meraki MS License,,,,,,,,,746.21,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS130-48A-3Y,"Meraki FedRamp MS130-48 Advanced License and Support, 3Year",License,Switches,Meraki MS License,,,,,,,,,1680.86,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS130-48A-5Y,"Meraki FedRamp MS130-48 Advanced License and Support, 5Year",License,Switches,Meraki MS License,,,,,,,,,2803.95,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS130-48-1D,"Meraki FedRAMP MS130-48 Enterprise Lic. and Sup., 1 Day",License,Switches,Meraki MS License,,,,,,,,,1.26,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS130-48-1Y,"Meraki FedRAMP MS130-48 Enterprise Lic. and Sup., 1 Year",License,Switches,Meraki MS License,,,,,,,,,373.11,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS130-48-10Y,"Meraki FedRAMP MS130-48 Enterprise Lic. and Sup., 10 Year",License,Switches,Meraki MS License,,,,,,,,,2802.69,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS130-48-3Y,"Meraki FedRAMP MS130-48 Enterprise Lic. and Sup., 3 Year",License,Switches,Meraki MS License,,,,,,,,,840.43,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS130-48-5Y,"Meraki FedRAMP MS130-48 Enterprise Lic. and Sup., 5 Year",License,Switches,Meraki MS License,,,,,,,,,1401.98,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS130-48-7Y,"Meraki FedRAMP MS130-48 Enterprise Lic. and Sup., 7 Year",License,Switches,Meraki MS License,,,,,,,,,1962.26,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS130-CMPTA-1Y,"Meraki FedRamp MS130-CMPT Advanced License and Support,1Year",License,Switches,Meraki MS License,,,,,,,,,168.34,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS130-CMPTA-3Y,"Meraki FedRamp MS130-CMPT Advanced License and Support,3Year",License,Switches,Meraki MS License,,,,,,,,,376.88,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS130-CMPTA-5Y,"Meraki FedRamp MS130-CMPT Advanced License and Support,5Year",License,Switches,Meraki MS License,,,,,,,,,625.61,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS130-CMPT-1D,"Meraki FedRAMP MS130-CMPT Enterprise Lic. and Sup., 1 Day",License,Switches,Meraki MS License,,,,,,,,,0.25,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS130-CMPT-1Y,"Meraki FedRAMP MS130-CMPT Enterprise Lic. and Sup., 1 Year",License,Switches,Meraki MS License,,,,,,,,,84.17,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS130-CMPT-10Y,"Meraki FedRAMP MS130-CMPT Enterprise Lic. and Sup., 10 Year",License,Switches,Meraki MS License,,,,,,,,,625.61,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS130-CMPT-3Y,"Meraki FedRAMP MS130-CMPT Enterprise Lic. and Sup., 3 Year",License,Switches,Meraki MS License,,,,,,,,,188.44,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS130-CMPT-5Y,"Meraki FedRAMP MS130-CMPT Enterprise Lic. and Sup., 5 Year",License,Switches,Meraki MS License,,,,,,,,,312.81,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS130-CMPT-7Y,"Meraki FedRAMP MS130-CMPT Enterprise Lic. and Sup., 7 Year",License,Switches,Meraki MS License,,,,,,,,,437.18,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS355-24X-10Y,"Meraki FedRAMP MS355-24X ENT License and Support, 10YR",License,Switches,Meraki MS License,,,,,,,,,6888.02,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS355-24X-1Y,"Meraki FedRAMP MS355-24X ENT License and Support, 1YR",License,Switches,Meraki MS License,,,,,,,,,918.32,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS355-24X-3Y,"Meraki FedRAMP MS355-24X ENT License and Support, 3YR",License,Switches,Meraki MS License,,,,,,,,,2066.53,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS355-24X-5Y,"Meraki FedRAMP MS355-24X ENT License and Support, 5YR",License,Switches,Meraki MS License,,,,,,,,,3443.38,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS355-24X-7Y,"Meraki FedRAMP MS355-24X ENT License and Support, 7YR",License,Switches,Meraki MS License,,,,,,,,,4821.49,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS355-24X-1D,"Meraki FedRAMP MS355-24X ENT License and Support,1Day",License,Switches,Meraki MS License,,,,,,,,,3.17,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS355-24X2-10Y,"Meraki FedRAMP MS355-24X2 ENT License and Support, 10YR",License,Switches,Meraki MS License,,,,,,,,,9356.55,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS355-24X2-1Y,"Meraki FedRAMP MS355-24X2 ENT License and Support, 1YR",License,Switches,Meraki MS License,,,,,,,,,1247.46,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS355-24X2-3Y,"Meraki FedRAMP MS355-24X2 ENT License and Support, 3YR",License,Switches,Meraki MS License,,,,,,,,,2806.46,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS355-24X2-5Y,"Meraki FedRAMP MS355-24X2 ENT License and Support, 5YR",License,Switches,Meraki MS License,,,,,,,,,4678.28,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS355-24X2-7Y,"Meraki FedRAMP MS355-24X2 ENT License and Support, 7YR",License,Switches,Meraki MS License,,,,,,,,,6548.83,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS355-24X2-1D,"Meraki FedRAMP MS355-24X2 ENT License and Support,1Day",License,Switches,Meraki MS License,,,,,,,,,4.3,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS355-48X-10Y,"Meraki FedRAMP MS355-48X ENT License and Support, 10YR",License,Switches,Meraki MS License,,,,,,,,,11316.3,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS355-48X-1Y,"Meraki FedRAMP MS355-48X ENT License and Support, 1YR",License,Switches,Meraki MS License,,,,,,,,,1508.76,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS355-48X-3Y,"Meraki FedRAMP MS355-48X ENT License and Support, 3YR",License,Switches,Meraki MS License,,,,,,,,,3394.39,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS355-48X-5Y,"Meraki FedRAMP MS355-48X ENT License and Support, 5YR",License,Switches,Meraki MS License,,,,,,,,,5658.15,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS355-48X-7Y,"Meraki FedRAMP MS355-48X ENT License and Support, 7YR",License,Switches,Meraki MS License,,,,,,,,,7920.66,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS355-48X-1D,"Meraki FedRAMP MS355-48X ENT License and Support,1Day",License,Switches,Meraki MS License,,,,,,,,,5.21,ICW-ONLY,Sheet1,Cisco Switches MS,,,
FED-MS355-48X2-10Y,"Meraki FedRAMP MS355-48X2 ENT License and Support, 10YR",License,Switches,Meraki MS License,,,,,,,,,12436.88,ICW-ONLY,Sheet1,Cisco Switches MS,,,
